index,location,Lat,Lon,USA
3402,"Guelph, Ontario",43.5448048,-80.2481666,0
3403,"Kathmandu, Nepal",27.7172453,85.3239605,0
3404,"Milton, FL",30.6324149,-87.0396881,1
3405,Falls Church VA 22042 USA,38.8681054,-77.2002745,1
3406,"Below the Banana Belt, Ontario",51.253775,-85.323214,0
3407,Brasil🇧🇷⛱,,,
3408,"Astoria, NY",40.7643574,-73.9234619,1
3409,"Fingal, Ireland",53.4923939,-6.2539777,0
3410,"Halifax, Nova Scotia",44.6487635,-63.5752387,0
3411,"Co. Kerry, Ireland.",52.1544607,-9.5668633,0
3412,Wherever my wings take me,,,
3413,"In Your Top5 , NY",40.7127753,-74.0059728,1
3414,Claudia & Elsa | Tuckson ❤️,,,
3415,Russia,61.52401,105.318756,0
3416,Near Scotland but in England. ,56.4906712,-4.2026458,0
3417,"St. Charles, MO",38.7881062,-90.4974359,1
3418,"Englewood Cliffs, NJ",40.8853773,-73.9523597,1
3419,"Wake Forest, NC",35.9798734,-78.5097228,1
3420,Malta,35.937496,14.375416,0
3421,"UFO Capitol, Roswell, NM",33.3936879,-104.5229602,1
3422,see our media tab,,,
3423,"County Seat: Edinburg, TX",26.3015174,-98.1629356,1
3424,The Mile High City.,39.7392358,-104.990251,1
3425,"Atlanta, Ga.",33.7489954,-84.3879824,1
3426,"Nairn, Scotland",57.586422,-3.8684751,0
3427,"Louth, Ireland",53.9252324,-6.4889423,0
3428,"St. Albert, Alberta",53.653938,-113.6293586,0
3429,Standing Rock,45.7502748,-101.2004153,1
3430,Central Montana,46.8796822,-110.3625658,1
3431,Home Sweet Home  🏡 ,,,
3432,"Elmont, NY",40.700936,-73.712909,1
3433,"Jacksonville,Florida",30.3321838,-81.655651,1
3434,New York City & Beyond,40.7473234,-73.9957178,1
3435,"Beach Haven West, NJ",39.6698413,-74.2318071,1
3436,"Queens, New York City",40.7282239,-73.7948516,1
3437,"Villanova, PA",40.0375832,-75.3491813,1
3438,Stadion,33.8801696,-83.4500595,1
3439,"Johannesburg, South Africa",-26.2041028,28.0473051,0
3440,"Kouvola, Suomi",60.8678835,26.7041602,0
3441,"Dayton, Ohio & Celina, Ohio",39.7589478,-84.1916069,1
3442,Western Washington,48.7342877,-122.4866103,1
3443,"Bilaspur, India",22.0796545,82.1409152,0
3444,"The Other Vancouver, USA  ",45.6306869,-122.6717914,1
3445,"Huntsville, AL",34.7303688,-86.5861037,1
3446,"Pa & Tx, United States",41.2033216,-77.1945247,1
3447,United States of Corona,,,
3448,#KeepItQuirky,,,
3449,City of St. Louis Missouri,38.6270025,-90.1994042,1
3450,Saskatchewan,52.9399159,-106.4508639,0
3451,"Malapo,Tonga",-21.2011031,-175.155066,0
3452,Planet Earth ,38.253749,-78.458708,1
3453,"ÜT: 41.586738,-87.632492",30.2849185,-97.7340567,1
3454,"Cambridge, Ontario",43.3616211,-80.3144276,0
3455,Texas/Seattle ,47.5944654,-122.3101234,1
3456,Somewhere else. ,44.408643,-89.7852824,1
3457,Teddytown,41.5840519,-93.6418896,1
3458,"Rio Grande Valley, TX",25.8961934,-97.4861387,1
3459,Lower East Side,40.715033,-73.9842724,1
3460,Lagos,6.5243793,3.3792057,0
3461,"Simsbury, Connecticut ",41.8540094,-72.827915,1
3462,"Hammond, LA",30.5043583,-90.4611995,1
3463,OnTheLeft ,,,
3464,Raipur,21.2513844,81.6296413,0
3465,Sweden,60.128161,18.643501,0
3466,Any pronoun but it.,,,
3467,Port Blair,11.6233774,92.7264828,0
3468,Houston TX,29.7604267,-95.3698028,1
3469,Hilfe,43.2442319,-88.3276883,1
3470,"Tunja, Colombia",5.5446422,-73.3575572,0
3471,"Bluffdale, UT",40.4896711,-111.9388244,1
3472,"Grand Serail, Beirut, Lebanon",33.8961001,35.5009555,0
3473,Udupi Karnataka,13.3408807,74.7421427,0
3474,"Bronx, New York",40.8447819,-73.8648268,1
3475,Ελλαδα🌊⛵🌊,,,
3476,"Jaunpur, India",25.7464145,82.6837033,0
3477,Syracuse,43.0481221,-76.1474244,1
3478,Albania,41.153332,20.168331,0
3479,東京 板橋区,35.7512311,139.7092786,0
3480,"Port Moody, British Columbia",49.2849107,-122.8677562,0
3481,England / 香港,52.3555177,-1.1743197,0
3482,Brewers Country! ,38.5786555,-94.9499239,1
3483,"Nosara,Costa Rica ",9.9797332,-85.6486251,0
3484,"windsor, ontario",42.3149367,-83.0363633,1
3485,"Ohio, United States",40.4172871,-82.907123,1
3486,"Hartland, MI",42.6568196,-83.754382,1
3487,"Westside Indianapolis, IN",39.7870299,-86.2044135,1
3488,"Hudson Valley, NY",41.9209018,-73.9612887,1
3489,Arkansas ,35.20105,-91.8318334,1
3490,North Carolina BBQ,35.7608979,-78.7829545,1
3491,"Pawnee, IN",36.3378321,-96.8039232,1
3492,U.S.A,37.09024,-95.712891,1
3493,"Kissimmee, FL",28.2919557,-81.407571,1
3494,"Guwahati, India",26.1445169,91.7362365,0
3495,Your very old TV,,,
3496,"Fort Wayne, IN",41.079273,-85.1393513,1
3497,Quiet Desperation Ln,,,
3498,"Saco, ME",43.5009176,-70.4428286,1
3499,"McLean, VA",38.9338676,-77.1772604,1
3500,Prato 🧡 Toscana,43.8777049,11.102228,0
3501,Harare,-17.8216288,31.0492259,0
3502,Occupied,36.1464787,-95.9827005,1
3503,"Salvador, Brazil",-12.977749,-38.5016301,0
3504,"Portland, Maine",43.6590993,-70.2568189,1
3505,České Budějovice--CZE 🇨🇿,48.9756578,14.480255,0
3506,"wellington, new zealand",-41.2768778,174.7731458,0
3507,vortex,38.769944,-97.633438,1
3508,Ceredigion,52.2191429,-3.9321256,0
3509,Cork/Limerick/Swansea ,51.8985143,-8.4756035,0
3510,"First Congregational Church, United Church of Christ, is located on the corner of 5th and Bancroft Streets in Imlay City, MI.",43.0266426,-83.0762792,1
3511,"North Shore, Oahu",21.5616575,-158.0715983,1
3512,Anywhere the beats are ,,,
3513,"Callao, Va",37.9692981,-76.5596769,1
3514,Canada's Capital ~ Ottawa ,45.4215296,-75.6971931,0
3515,Neshobe,43.8157386,-73.0724792,1
3516,"Calabasas, CA",34.1367208,-118.6614809,1
3517,Present.,,,
3518,"Folsom, CA",38.6779591,-121.1760583,1
3519,"Silver Spring, MD",38.9906657,-77.026088,1
3520,"Red Deer, AB",52.268975,-113.8115599,0
3521,Honolulu,21.3069444,-157.8583333,1
3522,Isolation,,,
3523,WA,47.7510741,-120.7401385,1
3524,The Razor Crest,,,
3525,Dublin ,53.3498053,-6.2603097,0
3526,"Kitchener, Canada",43.4516395,-80.4925337,0
3527,U.S.A.,37.09024,-95.712891,1
3528,In a little pale blue dot.,43.2626969,-79.866193,0
3529,mostly LA,34.0381473,-118.388224,1
3530,"Ranipatna, Baleshwar",21.5066153,86.9289525,0
3531,NL,39.0873065,-94.6446266,1
3532,WorldWide 🌐,,,
3533,Home of the #Elwood pix,45.4232953,-122.4970757,1
3534,///beakers.sooner.potently,,,
3535,Cuernavaca City New York,18.9569315,-99.2315507,0
3536,Earth...specifically PA,41.2033216,-77.1945247,1
3537,"Oceanside, CA, USA",33.1958696,-117.3794834,1
3538,www.facebook.com/bob.funk.395,,,
3539,At home,36.0908081,-95.8545326,1
3540,Cotonou,6.3702928,2.3912362,0
3541,San Fran Bay Area,37.8271784,-122.2913078,1
3542,♐︎ 💜 ♎︎  Bella♡,,,
3543,Everywhere & Anywhere,,,
3544,"Jamshedpur, India",22.8045665,86.2028754,0
3545,Puertocálido,,,
3546,U. S. A. ,37.09024,-95.712891,1
3547,NYC 🍎🗽❣️,40.7127753,-74.0059728,1
3548,Jakarta,-6.2087634,106.845599,0
3549,"New City, NY",41.1475954,-73.989306,1
3550,Sheffield,53.381129,-1.470085,0
3551,"Mandaluyong City, National Capital Region",14.5794443,121.0359174,0
3552,💞,,,
3553,The UNITED States of America,37.09024,-95.712891,1
3554,"Lichtenburg, South Africa",-26.1093224,26.1713917,0
3555,"Sacramento, California",38.5815719,-121.4943996,1
3556,United States of America 🇺🇸,37.09024,-95.712891,1
3557,"Merced, CA - USA",37.3021632,-120.4829677,1
3558,Sápmi / European Union🇪🇺,54.5259614,15.2551187,0
3559,"Fargo, North Dakota",46.8771863,-96.7898034,1
3560,Human Land,,,
3561,"Brockville, Ontario",44.5895244,-75.6842858,0
3562,Chatham ON,42.4048028,-82.1910378,0
3563,inSidE yoUr dEvicE 😜,,,
3564,  ,,,
3565,Barbados🇧🇧Austin🇺🇸,30.267153,-97.7430608,1
3566,🇯🇲,,,
3567,kansas city.,39.0997265,-94.5785667,1
3568,Around the corner from the pub,46.166528,-90.063254,1
3569,"Monterey Park, CA",34.0625106,-118.1228476,1
3570,"Brantford, Ontario",43.1393867,-80.2644254,0
3571,"Çankırı, Türkiye",40.600207,33.616223,0
3572,Planet Earth (most days),,,
3573,San Francisco Peninsula,37.4614629,-122.3107517,1
3574,Vancouver BC,49.2827291,-123.1207375,0
3575,Middle of Erehwon,,,
3576,Washington ,47.7510741,-120.7401385,1
3577,"Georgetown, TX",30.6332618,-97.6779842,1
3578,Switzerland 🇨🇭,,,
3579,"Tenerife, Sistema Savareen",28.2915637,-16.6291304,0
3580,gangawathi/bagalore/Hyderabad,15.4319267,76.5280701,0
3581,tanta,41.891851,-87.6320231,1
3582,"Ortonville, MI",42.8522506,-83.4430002,1
3583,Holly La La,32.1373831,-93.7015694,1
3584,NY/Delhi/Rio/Beijing/Nairobi/Joburg/London,43.2994285,-74.2179326,1
3585,"Ashok Nagar, Chennai",13.0373222,80.2123115,0
3586,Mumbai🇮🇳,19.0759837,72.8776559,0
3587,Kosovo,42.6026359,20.902977,0
3588,"Hawaii, USA",19.8967662,-155.5827818,1
3589,🌎 kind Canadian in Germany + online,,,
3590,Greece - Athens ☀🏊🏛,37.9838096,23.7275388,0
3591,"Fort Collins, CO",40.5852602,-105.084423,1
3592,"Milwaukee, Wisconsin",43.0389025,-87.9064736,1
3593,"Italy, Puglia, Bari",41.1171432,16.8718715,0
3594,"Faridabad, Haryana ",28.4089123,77.3177894,0
3595,"Dunedin, FL",28.0197404,-82.7717684,1
3596,Buckeye,33.3703197,-112.5837766,1
3597,America resets,,,
3598,"Manc.,",33.957522,-118.442361,1
3599,The Maryland 'burbs of DC,38.9071923,-77.0368707,1
3600,In my own realm...,,,
3601,"Barcelona, Catalunya",41.3850639,2.1734035,0
3602,"Gyanpur, India",25.3434554,82.4779833,0
3603,Schweiz,46.818188,8.227512,0
3604,Leeds,53.8007554,-1.5490774,0
3605,"California--TN, FL, TX, GA",36.778261,-119.4179324,1
3606,"Monterrey, Nuevo León",25.6866142,-100.3161126,0
3607,"Hubli, India",15.3647083,75.1239547,0
3608,lalaland,32.8152643,-96.7711675,1
3609,Danky Dank,,,
3610,"Bondurant, IA",41.7019329,-93.4607681,1
3611,Isolation. #MaralagoVirus,,,
3612,Where the Sun meets the Flower,,,
3613,the great garden state,,,
3614,50 Farsley TownStreet LS28 5LD,53.8124364,-1.671288,0
3615,metropolitan Phoenix,33.4982289,-112.2384017,1
3616,"Union City, GA",33.5870558,-84.5424299,1
3617,"Catonsville, MD",39.2720509,-76.7319161,1
3618,west orlando ✈️ atx,28.5165041,-81.4693487,1
3619,"Visalia, CA",36.3302284,-119.2920585,1
3620,"Houston, Tx",29.7604267,-95.3698028,1
3621,Australia & US,-35.3063954,149.1163282,0
3622,"South San Francisco, CA 94080",37.6531903,-122.4184108,1
3623,Chicago area/Florida,41.8781136,-87.6297982,1
3624,she/her•feminist•zourry(?),,,
3625,"Proudly St Louis, MO",38.6270025,-90.1994042,1
3626,In the home-constituntionally ,,,
3627,Rome-italy,41.9027835,12.4963655,0
3628,"Baden-Württemberg, D",48.404116,9.7910311,0
3629,"Gent, België",51.0543422,3.7174243,0
3630,I am where I am,,,
3631,"Vancouver, Canada",49.2827291,-123.1207375,0
3632,"Shingle Hollow&Weddington,NC",35.7595731,-79.0192997,1
3633,abz yyc las,57.2036979,-2.2001619,0
3634,my happy place,35.9363557,-94.8308459,1
3635,getting coffee CA|CT|CA|CT,34.0965566,-117.6481689,1
3636,Ruhrgebiet,51.5450884,7.1980843,0
3637,America,37.09024,-95.712891,1
3638,Cass County Missouri,38.6574448,-94.315422,1
3639,"Manhattan, New York City",40.7830603,-73.9712488,1
3640,"Easy to Draw, hard to spell",,,
3641,The Northern part of Virginia,37.2232316,-81.4498717,1
3642,Across the borough of Kingston,51.378117,-0.292709,0
3643,"Yarmouth, ME",43.8006208,-70.1867227,1
3644,"Boston, Ma",42.3600825,-71.0588801,1
3645,SW London(RBK),51.378117,-0.292709,0
3646,"Franklin Square, New York",40.7073244,-73.6759635,1
3647," 🌎#Earth🌍So, Let's save it🌏",,,
3648,"Niagara Region, Ontario",43.0581645,-79.2902133,0
3649,"Flower Mound, TX",33.0145673,-97.0969552,1
3650,Fabulous Las Vegas,36.0820613,-115.1727777,1
3651,Political Perdition,,,
3652,Muskoka aka Hollywood North,45.1841122,-79.4084652,0
3653,The Dream,38.8133122,-94.9601111,1
3654,"Texas, United States",31.9685988,-99.9018131,1
3655,Mordor on the Potomac,38.6537976,-77.2301856,1
3656,"Aventura, Florida",25.9564812,-80.1392121,1
3657,"California, USA🇺🇸",36.778261,-119.4179324,1
3658,Orlando Florida,28.5383355,-81.3792365,1
3659,NC-Seeking editor for series.,35.7595731,-79.0192997,1
3660,NewYork,40.7127753,-74.0059728,1
3661,•she/her•        /desi/,,,
3662,Metro NY ,40.7092613,-74.0102789,1
3663,Somewhere between here & there,,,
3664,Sydney💕,-33.8688197,151.2092955,0
3665,Devon,50.7155591,-3.530875,0
3666,Dallas TX USA,32.7766642,-96.7969879,1
3667,Detroit,42.331427,-83.0457538,1
3668,愛知,35.0182505,137.2923893,0
3669,Beirut,33.8937913,35.5017767,0
3670,your couch,40.7549255,-73.9871406,1
3671,"Florida, The Final Frontier",27.2610417,-80.412604,1
3672,"Cardiff, Wales",51.481581,-3.17909,0
3673,"Mount Juliet, TN",36.200055,-86.5186054,1
3674,west yorkshire,53.8108176,-1.76261,0
3675,Stanford University,37.4274745,-122.169719,1
3676,աнєʀє тнє ѕтʀєєтѕ нɑѵє иօ иɑмє,,,
3677,London. Ontario. Canada,42.9849233,-81.2452768,0
3678,"St. Louis, MO.",38.6270025,-90.1994042,1
3679,🇨🇵 Marseille,43.296482,5.36978,0
3680,We Don’t Go There Anymore,,,
3681,Joe & Kamala in DC,38.9071923,-77.0368707,1
3682,"Ottawa, ON",45.4215296,-75.6971931,0
3683,Sheffield UK & Bantry Ireland,53.381129,-1.470085,0
3684,Arizona United States,34.0489281,-111.0937311,1
3685,Golden Valley Arizona,35.2233311,-114.2230108,1
3686,"Stirling-Rawdon, Ontario",44.360297,-77.5921337,0
3687,"Carrollton, GA",33.5801103,-85.0766113,1
3688,"Pine Ridge, SD",43.0255408,-102.5562743,1
3689,The city of broken dreams,,,
3690,Chicoutimi,48.3516735,-71.1385136,0
3691,Maldives,3.202778,73.22068,0
3692,"🇲🇽 • lwt, nrf, crm, hes.",,,
3693,ocean ♡ she/her ✿ 𖧷 blm,,,
3694,"Vancouver Island, BC",49.6506376,-125.4493906,0
3695,Grand Rapids Ohio,41.4119963,-83.8643852,1
3696,"Branson, MO",36.6436731,-93.2185144,1
3697,"Bay City, MI",43.5944677,-83.8888647,1
3698,"Celebration, FL",28.3188815,-81.5407793,1
3699,London UK and beyond.,51.525804,-0.0780313,0
3700,"Fort fuck off Libs, Melbourne",-37.8136276,144.9630576,0
3701,she/her/they|minor,,,
3702,Wiscaaaansin,43.7844397,-88.7878678,1
3703,Columbia MO,38.9517053,-92.3340724,1
3704,TARDIS,,,
3705,"Gerrymander, South Dacovid",43.9695148,-99.9018131,1
3706,nyc- of course!,40.7547133,-73.7289101,1
3707,"Oslo, Norway",59.9138688,10.7522454,0
3708,"Clare, Ireland",52.904532,-8.9811351,0
3709,"Paradise, Animal crossing ",,,
3710,"Thompson's Station, TN",35.7971371,-86.9054648,1
3711,"Crummywood, California",36.778261,-119.4179324,1
3712,Newfoundland Canada,53.1355091,-57.6604364,0
3713,"Marlborough, MA, USA",42.3459271,-71.5522874,1
3714,detroit +,42.331427,-83.0457538,1
3715,ally/adult,,,
3716,gallavich,,,
3717,"Marietta, GA",33.952602,-84.5499327,1
3718,"she/they✨28✨Toronto,ON,Canada",43.653226,-79.3831843,0
3719,"Tasmania, Australia",-41.4545196,145.9706647,0
3720,Bangalore ,12.9715987,77.5945627,0
3721,"San Antonio, Texas",29.4241219,-98.4936282,1
3722,MA,42.4072107,-71.3824374,1
3723,the 510 Fremont,29.1945465,-81.0169485,1
3724,Greater NYC area,40.7127761,-74.0059544,1
3725,"Sirsi/Bengaluru,India.",12.9611479,77.5620158,0
3726,"Sri Ram Niwas,Pawan Putra Dham",,,
3727,"abudhabi ,uae",24.453884,54.3773438,0
3728,Republic of the Philippines,12.879721,121.774017,0
3729,"Las Colinas/Irving, Texas",32.8958605,-96.9588229,1
3730,"Khimsar, Rajasthan, India",26.9749316,73.4061502,0
3731,"Los Angeles, Calif ",34.0522342,-118.2436849,1
3732,"El Espino, La Chorrera, Panamá",8.838079,-79.847008,0
3733,Alberta,53.9332706,-116.5765035,0
3734,"Waltham Abbey, East",51.685034,0.002723,0
3735,"Selangor, Malaysia",3.0738379,101.5183469,0
3736,"Highland Park, Los Angeles",34.1154946,-118.1843898,1
3737,"Udala, Orissa",21.5771624,86.5653087,0
3738,日本,36.204824,138.252924,0
3739,Donostia,43.318334,-1.9812313,0
3740,Salem OR,44.9428975,-123.0350963,1
3741,One day I'll stay in Ntinda,0.350605,32.6157688,0
3742,"Balaghat, India",21.812876,80.1838293,0
3743,"Norwich, UK",52.6308859,1.297355,0
3744,"LURGAN,CO ARMAGH, IRELAND",54.4635261,-6.3345506,0
3745,"Hisar, India",29.1491875,75.7216527,0
3746,somewhere in the world ,,,
3747,York,53.9599651,-1.0872979,0
3748,"Navsari, India",20.9467019,72.9520348,0
3749,Kigali Rwanda,-1.9440727,30.0618851,0
3750,RT=endorsement (mostly),,,
3751,Edmonton Alberta Canada,53.5461245,-113.4938229,0
3752,Anywhere!,47.6345078,-122.3396029,1
3753,"Blackrock, Co Dublin",53.3021597,-6.1778335,0
3754,Waŕ Zonè,,,
3755,Alberta Canada,53.9332706,-116.5765035,0
3756,Canada Eh!,43.0891204,-79.1414869,0
3757,(Outta This World !!),43.5807824,-79.6154316,0
3758,On the road to Valhalla.  ,37.2238342,-80.0561807,1
3759,Austin Texas,30.267153,-97.7430608,1
3760,Ergens in het mooie Twente,52.2663667,6.7875833,0
3761,"College of Engineering, Pune",18.5293825,73.856541,0
3762,Kolkata-Delhi-Madurai,28.5561624,77.0999578,0
3763,इंदौर (म. प्र) भारत ,22.7195687,75.8577258,0
3764,"Kota Kinabalu, Sabah",5.980408,116.0734568,0
3765,"Ramsgate, Kent",51.335545,1.419895,0
3766,wiz MIYAVI,,,
3767,देश के दिल मध्यप्रदेश मे,22.9734229,78.6568942,0
3768,"Bournemouth, England",50.719164,-1.880769,0
3769,"Fishguard, Wales",51.993927,-4.975989,0
3770,"İzmir, Türkiye",38.423734,27.142826,0
3771,BANDUNG,-6.9174639,107.6191228,0
3772,"Kensington Olympia, London",51.497893,-0.2103319,0
3773,"Surabaya, Indonesia",-7.2574719,112.7520883,0
3774,Up north,46.2677373,-87.4851345,1
3775,Vijayawada,16.5061743,80.6480153,0
3776,"East Sussex, England",50.9085955,0.2494166,0
3777,Kanpur Dehat UP,26.526707,79.8296743,0
3778, Tamil Nadu,11.1271225,78.6568942,0
3779,"नोएडा, भारत",28.5355161,77.3910265,0
3780,"Lancaster, PA",40.0378755,-76.3055144,1
3781,Smart City Tsar ,,,
3782,"Swinford, Mayo, Ireland",53.9437021,-8.950006,0
3783,"आंध्र प्रदेश, भारत",15.9128998,79.7399875,0
3784,宮崎県　,32.6036022,131.441251,0
3785,Peak District,53.3342499,-1.7837383,0
3786,नई दिल्ली,28.6139391,77.2090212,0
3787,"Dyersburg, TN",36.0345159,-89.3856281,1
3788,"Southend-on-Sea, England",51.5459269,0.7077123,0
3789,"Lagos, Nigeria.",6.5243793,3.3792057,0
3790,The Emerald City,47.6062095,-122.3320708,1
3791,"Highbridge, Somerset",51.2249769,-2.9780325,0
3792,Valmana,,,
3793,Global citizen,40.7249194,-73.9968807,1
3794,"Medellín, Colombia",6.2476376,-75.5658153,0
3795,✨170324|180908|190321|190511✨,,,
3796,Kuwait | クウェート | الكويت ,29.31166,47.481766,0
3797,(MOA+STAY+ENGENE+ONCE),44.8548651,-93.2422148,1
3798,🇮🇩 she/her,,,
3799,Riyadh,24.7135517,46.6752957,0
3800,"Lungsod ng Makati, Pambansang ",14.554729,121.0244452,0
3801,NewDelhi Jwala Puri RohtakRoad,28.6812711,77.079742,0
3802,Yoongi,,,
3803, ˗ˋˏ ♡ ˎˊ˗,,,
3804,na sua ,,,
3805,"THANJAVUR,TAMIL NADU",10.7869994,79.1378274,0
3806,본계 따로있어요,,,
3807,pineapple under the sea,37.0423805,-95.5791774,1
3808,"Ceará, Brasil",-5.4983977,-39.3206241,0
3809,"Byron Bay, New South Wales",-28.6473671,153.601977,0
3810,"Antalya, Türkiye",36.8968908,30.7133233,0
3811,Hopeworld🙂,,,
3812,joonie's dimples,34.6875877,-118.1464233,1
3813,𖥻 check card byf ! ! !,,,
3814,Turkey ,38.963745,35.243322,0
3815,mkbgc...tkgc☆ ,,,
3816,"Winden, Deutschland",49.0984007,8.1185103,0
3817,Universe 🌌,,,
3818,any pronoun,,,
3819,🔦🔦🔦,,,
3820,Kim Hanbin - HyunHa - YuHu : ❤,,,
3821,Lebanon,33.854721,35.862285,0
3822,hope world // she,,,
3823,she/her   grown,,,
3824,🇹🇷 ARMY in 🇰🇷,,,
3825,Türkiye,38.963745,35.243322,0
3826,scotland ! ellie ! 17 ,56.4906712,-4.2026458,0
3827,Omela,,,
3828,"Almada, Portugal",38.6765238,-9.1651047,0
3829,fan account,,,
3830,ankara,39.9333635,32.8597419,0
3831,사랑해,36.1509951,-95.98861,1
3832,She/her ,37.0320193,-95.623423,1
3833,"Punjab, Pakistan",31.1704063,72.7097161,0
3834,james followed on 3/25,,,
3835,King/Goat,,,
3836,𝐤𝐨𝐨𝐤𝐦𝐢𝐧 / ᵃˡˡᵐᶤᶰ ·ᴗ·,,,
3837,"Sivas, Türkiye",39.750545,37.0150217,0
3838,                  En mi hog(a)r con las personas que me hacen feliz rodeada de amor y tranquilidad. ,,,
3839,06📿,,,
3840,16 | white | multi,44.1486193,-71.4530066,1
3841,she/her ,37.0320193,-95.623423,1
3842,Central Perk,40.6218591,-73.723979,1
3843,ATIVE AS NOTIFICAÇÕES!,,,
3844,"Ksa 🇸🇦  , Egp 🇪🇬",,,
3845,ᴺᴴ,,,
3846,raki she/her 16 pfp:joohphobia,,,
3847,Malaysia,4.210484,101.975766,0
3848,Hogwarts,28.4796116,-81.4693747,1
